npixels	filename	Strain	Plate	Col	Row	PlateID	Sticker.size	Normalized.size	Hull.area	Normalized.hull.area
1625	376.3.col1.row2.jpeg	376	3	col1	row2	376.3	1516	1.07189973614776	3509	2.3146437994723
1851	376.3.col1.row3.jpeg	376	3	col1	row3	376.3	1516	1.22097625329815	4090.5	2.69821899736148
1237	376.3.col2.row1.jpeg	376	3	col2	row1	376.3	1516	0.815963060686016	2513.5	1.65798153034301
1049	376.3.col2.row2.jpeg	376	3	col2	row2	376.3	1516	0.691952506596306	2481.5	1.63687335092348
236	376.3.col2.row3.jpeg	376	3	col2	row3	376.3	1516	0.155672823218997	515.5	0.340039577836412
1201	376.3.col3.row1.jpeg	376	3	col3	row1	376.3	1516	0.79221635883905	2475.5	1.63291556728232
1294	376.3.col3.row2.jpeg	376	3	col3	row2	376.3	1516	0.853562005277045	2613.5	1.72394459102902
0	376.3.col3.row3.jpeg	376	3	col3	row3	376.3	1516	0	0	0
54	376.3.col4.row1.jpeg	376	3	col4	row1	376.3	1516	0.0356200527704486	1015	0.669525065963061
0	376.3.col4.row2.jpeg	376	3	col4	row2	376.3	1516	0	0	0
0	376.3.col4.row3.jpeg	376	3	col4	row3	376.3	1516	0	0	0
1022	376.4.col1.row1.jpeg	376	4	col1	row1	376.4	1565	0.653035143769968	2235.5	1.42843450479233
870	376.4.col1.row2.jpeg	376	4	col1	row2	376.4	1565	0.55591054313099	1884	1.2038338658147
2144	376.4.col1.row3.jpeg	376	4	col1	row3	376.4	1565	1.36996805111821	4431	2.83130990415335
2176	376.4.col2.row1.jpeg	376	4	col2	row1	376.4	1565	1.39041533546326	4631.5	2.9594249201278
1513	376.4.col2.row2.jpeg	376	4	col2	row2	376.4	1565	0.966773162939297	3148	2.01150159744409
844	376.4.col2.row3.jpeg	376	4	col2	row3	376.4	1565	0.539297124600639	2086.5	1.3332268370607
2785	376.4.col3.row1.jpeg	376	4	col3	row1	376.4	1565	1.77955271565495	6019.5	3.84632587859425
3277	376.4.col3.row2.jpeg	376	4	col3	row2	376.4	1565	2.09392971246006	6672	4.26325878594249
538	376.4.col3.row3.jpeg	376	4	col3	row3	376.4	1565	0.343769968051118	1039.5	0.664217252396166
0	376.4.col4.row1.jpeg	376	4	col4	row1	376.4	1565	0	0	0
1160	376.4.col4.row2.jpeg	376	4	col4	row2	376.4	1565	0.741214057507987	2100	1.34185303514377
